acceptable,review_notes,delete_reason,skill_id,band,level,phase,question_id,question_type,target_word,prompt,sentence_with_blank,full_sentence,answer_choices,correct_answer,letter_tiles,correct_letter_sequence,image_path,audio_path,template_key,content_key,target_template_key,source,source_sheet,generator_notes,possible_problem_flags
Y,,,hfw_76_100,76-100,1,2,hfw_true_hfw_76_100_of_l1p2_06,multiple_choice,of,Read the sentence. Choose the word that fits.,The end ___ the path was near.,The end of the path was near.,of | live | read | round | of | live | read | round | of | live | read | round,of,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_of_s10.webp,,HFW_SENTENCE_CLOZE_L1P2_15,of::HFW_SENTENCE_CLOZE_L1P2_15::the end ___ the path was near::of::live|live|live|of|of|of|read|read|read|round|round|round::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_of_s10.webp,of::HFW_SENTENCE_CLOZE_L1P2_15,hfw_true_variation_generator,HFW 76-100,sentence_frame=the end ___ the path was near,
Y,,,hfw_76_100,76-100,2,1,hfw_true_hfw_76_100_of_l2p1_01,hfw_sentence_spell,of,Listen to the sentence. Spell the word that fits.,"When the red light blinked, a slice ___ cake sat on the plate.","When the red light blinked, a slice of cake sat on the plate.",,of,e z y w o n i k g f l d,of,/images/assessment/hfw/variants/hfw-76-100/of-l2p1-02.webp,,HFW_SENTENCE_SPELL_L2P1_10,of::HFW_SENTENCE_SPELL_L2P1_10::when the red light blinked a slice ___ cake sat on the plate::of::/images/assessment/hfw/variants/hfw-76-100/of-l2p1-02.webp,of::HFW_SENTENCE_SPELL_L2P1_10,hfw_true_variation_generator,HFW 76-100,sentence_frame=when the red light blinked a slice ___ cake sat on the plate,mechanical_sentence
Y,,,hfw_76_100,76-100,2,1,hfw_true_hfw_76_100_of_l2p1_02,hfw_sentence_spell,of,Listen to the sentence. Spell the word that fits.,A bag ___ apples was heavy.,A bag of apples was heavy.,,of,t e p y o s n q k f u l,of,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_of_s11.webp,,HFW_SENTENCE_SPELL_L2P1_11,of::HFW_SENTENCE_SPELL_L2P1_11::a bag ___ apples was heavy::of::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_of_s11.webp,of::HFW_SENTENCE_SPELL_L2P1_11,hfw_true_variation_generator,HFW 76-100,sentence_frame=a bag ___ apples was heavy,
Y,,,hfw_76_100,76-100,2,1,hfw_true_hfw_76_100_of_l2p1_03,hfw_sentence_spell,of,Listen to the sentence. Spell the word that fits.,The middle ___ the page had a picture.,The middle of the page had a picture.,,of,u a t v p o h s j q f c,of,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_of_s12.webp,,HFW_SENTENCE_SPELL_L2P1_12,of::HFW_SENTENCE_SPELL_L2P1_12::the middle ___ the page had a picture::of::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_of_s12.webp,of::HFW_SENTENCE_SPELL_L2P1_12,hfw_true_variation_generator,HFW 76-100,sentence_frame=the middle ___ the page had a picture,
Y,,,hfw_76_100,76-100,2,1,hfw_true_hfw_76_100_of_l2p1_04,hfw_sentence_spell,of,Listen to the sentence. Spell the word that fits.,A bowl ___ rice was warm.,A bowl of rice was warm.,,of,m c o a b v o r h x j f,of,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_of_s13.webp,,HFW_SENTENCE_SPELL_L2P1_13,of::HFW_SENTENCE_SPELL_L2P1_13::a bowl ___ rice was warm::of::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_of_s13.webp,of::HFW_SENTENCE_SPELL_L2P1_13,hfw_true_variation_generator,HFW 76-100,sentence_frame=a bowl ___ rice was warm,
Y,,,hfw_76_100,76-100,2,1,hfw_true_hfw_76_100_of_l2p1_05,hfw_sentence_spell,of,Listen to the sentence. Spell the word that fits.,The side ___ the house was red.,The side of the house was red.,,of,f f m i o g b o d r z x,of,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_of_s14.webp,,HFW_SENTENCE_SPELL_L2P1_14,of::HFW_SENTENCE_SPELL_L2P1_14::the side ___ the house was red::of::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_of_s14.webp,of::HFW_SENTENCE_SPELL_L2P1_14,hfw_true_variation_generator,HFW 76-100,sentence_frame=the side ___ the house was red,
Y,,,hfw_76_100,76-100,2,1,hfw_true_hfw_76_100_of_l2p1_06,hfw_sentence_spell,of,Listen to the sentence. Spell the word that fits.,A line ___ ants crossed the path.,A line of ants crossed the path.,,of,f w f n i k g o l d e z,of,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_of_s15.webp,,HFW_SENTENCE_SPELL_L2P1_15,of::HFW_SENTENCE_SPELL_L2P1_15::a line ___ ants crossed the path::of::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_of_s15.webp,of::HFW_SENTENCE_SPELL_L2P1_15,hfw_true_variation_generator,HFW 76-100,sentence_frame=a line ___ ants crossed the path,
Y,,,hfw_76_100,76-100,2,2,hfw_true_hfw_76_100_of_l2p2_01,hfw_sentence_spell,of,Listen to the sentence. Spell the word that fits.,"When the puzzle was ready, a slice ___ cake sat on the plate.","When the puzzle was ready, a slice of cake sat on the plate.",,of,o y w s n f k g u l t e,of,/images/assessment/hfw/variants/hfw-76-100/of-l2p2-02.webp,,HFW_SENTENCE_SPELL_L2P2_10,of::HFW_SENTENCE_SPELL_L2P2_10::when the puzzle was ready a slice ___ cake sat on the plate::of::/images/assessment/hfw/variants/hfw-76-100/of-l2p2-02.webp,of::HFW_SENTENCE_SPELL_L2P2_10,hfw_true_variation_generator,HFW 76-100,sentence_frame=when the puzzle was ready a slice ___ cake sat on the plate,mechanical_sentence
Y,,,hfw_76_100,76-100,2,2,hfw_true_hfw_76_100_of_l2p2_02,hfw_sentence_spell,of,Listen to the sentence. Spell the word that fits.,The lid ___ the jar was tight.,The lid of the jar was tight.,,of,o p y h s f q k c u a t,of,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_of_s16.webp,,HFW_SENTENCE_SPELL_L2P2_11,of::HFW_SENTENCE_SPELL_L2P2_11::the lid ___ the jar was tight::of::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_of_s16.webp,of::HFW_SENTENCE_SPELL_L2P2_11,hfw_true_variation_generator,HFW 76-100,sentence_frame=the lid ___ the jar was tight,
Y,,,hfw_76_100,76-100,2,2,hfw_true_hfw_76_100_of_l2p2_03,hfw_sentence_spell,of,Listen to the sentence. Spell the word that fits.,"When the book opened, a slice ___ cake sat on the plate.","When the book opened, a slice of cake sat on the plate.",,of,a o v p r h f j q m c o,of,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_of_s17.webp,,HFW_SENTENCE_SPELL_L2P2_12,of::HFW_SENTENCE_SPELL_L2P2_12::when the book opened a slice ___ cake sat on the plate::of::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_of_s17.webp,of::HFW_SENTENCE_SPELL_L2P2_12,hfw_true_variation_generator,HFW 76-100,sentence_frame=when the book opened a slice ___ cake sat on the plate,mechanical_sentence
Y,,,hfw_76_100,76-100,2,2,hfw_true_hfw_76_100_of_l2p2_04,hfw_sentence_spell,of,Listen to the sentence. Spell the word that fits.,The color ___ the leaf was gold.,The color of the leaf was gold.,,of,i o o b v d r f x j f m,of,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_of_s18.webp,,HFW_SENTENCE_SPELL_L2P2_13,of::HFW_SENTENCE_SPELL_L2P2_13::the color ___ the leaf was gold::of::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_of_s18.webp,of::HFW_SENTENCE_SPELL_L2P2_13,hfw_true_variation_generator,HFW 76-100,sentence_frame=the color ___ the leaf was gold,
Y,,,hfw_76_100,76-100,2,2,hfw_true_hfw_76_100_of_l2p2_05,hfw_sentence_spell,of,Listen to the sentence. Spell the word that fits.,A bunch ___ grapes was on the tray.,A bunch of grapes was on the tray.,,of,n i o g b l d f z x w f,of,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_of_s19.webp,,HFW_SENTENCE_SPELL_L2P2_14,of::HFW_SENTENCE_SPELL_L2P2_14::a bunch ___ grapes was on the tray::of::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_of_s19.webp,of::HFW_SENTENCE_SPELL_L2P2_14,hfw_true_variation_generator,HFW 76-100,sentence_frame=a bunch ___ grapes was on the tray,
Y,,,hfw_76_100,76-100,2,2,hfw_true_hfw_76_100_of_l2p2_06,hfw_sentence_spell,of,Listen to the sentence. Spell the word that fits.,The back ___ the chair was broken.,The back of the chair was broken.,,of,w s n o k g u l f e z y,of,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_of_s20.webp,,HFW_SENTENCE_SPELL_L2P2_15,of::HFW_SENTENCE_SPELL_L2P2_15::the back ___ the chair was broken::of::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_of_s20.webp,of::HFW_SENTENCE_SPELL_L2P2_15,hfw_true_variation_generator,HFW 76-100,sentence_frame=the back ___ the chair was broken,
Y,,,hfw_76_100,76-100,1,1,hfw_true_hfw_76_100_old_l1p1_01,multiple_choice,old,Choose the word that completes the sentence.,"When the story started, the ___ barn stood by the road.","When the story started, the old barn stood by the road.",know | old | please | pretty | know | old | please | pretty | know | old | please | pretty,old,,,/images/assessment/hfw/variants/hfw-76-100/old-l1p1-02.webp,,HFW_SENTENCE_CLOZE_L1P1_11,old::HFW_SENTENCE_CLOZE_L1P1_11::when the story started the ___ barn stood by the road::old::know|know|know|old|old|old|please|please|please|pretty|pretty|pretty::/images/assessment/hfw/variants/hfw-76-100/old-l1p1-02.webp,old::HFW_SENTENCE_CLOZE_L1P1_11,hfw_true_variation_generator,HFW 76-100,sentence_frame=when the story started the ___ barn stood by the road,mechanical_sentence
Y,,,hfw_76_100,76-100,1,2,hfw_true_hfw_76_100_old_l1p2_01,multiple_choice,old,Read the sentence. Choose the word that fits.,"When the music ended, the ___ barn stood by the road.","When the music ended, the old barn stood by the road.",old | just | please | pretty | old | just | please | pretty | old | just | please | pretty,old,,,/images/assessment/hfw/variants/hfw-76-100/old-l1p2-02.webp,,HFW_SENTENCE_CLOZE_L1P2_11,old::HFW_SENTENCE_CLOZE_L1P2_11::when the music ended the ___ barn stood by the road::old::just|just|just|old|old|old|please|please|please|pretty|pretty|pretty::/images/assessment/hfw/variants/hfw-76-100/old-l1p2-02.webp,old::HFW_SENTENCE_CLOZE_L1P2_11,hfw_true_variation_generator,HFW 76-100,sentence_frame=when the music ended the ___ barn stood by the road,mechanical_sentence
Y,,,hfw_76_100,76-100,2,1,hfw_true_hfw_76_100_old_l2p1_01,hfw_sentence_spell,old,Listen to the sentence. Spell the word that fits.,"When the ball bounced, the ___ barn stood by the road.","When the ball bounced, the old barn stood by the road.",,old,n i l g b l d d z o w f,old,/images/assessment/hfw/variants/hfw-76-100/old-l2p1-02.webp,,HFW_SENTENCE_SPELL_L2P1_11,old::HFW_SENTENCE_SPELL_L2P1_11::when the ball bounced the ___ barn stood by the road::old::/images/assessment/hfw/variants/hfw-76-100/old-l2p1-02.webp,old::HFW_SENTENCE_SPELL_L2P1_11,hfw_true_variation_generator,HFW 76-100,sentence_frame=when the ball bounced the ___ barn stood by the road,mechanical_sentence
Y,,,hfw_76_100,76-100,2,2,hfw_true_hfw_76_100_old_l2p2_01,hfw_sentence_spell,old,Listen to the sentence. Spell the word that fits.,"When the duck splashed, the ___ barn stood by the road.","When the duck splashed, the old barn stood by the road.",,old,k g d l o e z y w l n i,old,/images/assessment/hfw/variants/hfw-76-100/old-l2p2-02.webp,,HFW_SENTENCE_SPELL_L2P2_11,old::HFW_SENTENCE_SPELL_L2P2_11::when the duck splashed the ___ barn stood by the road::old::/images/assessment/hfw/variants/hfw-76-100/old-l2p2-02.webp,old::HFW_SENTENCE_SPELL_L2P2_11,hfw_true_variation_generator,HFW 76-100,sentence_frame=when the duck splashed the ___ barn stood by the road,mechanical_sentence
Y,,,hfw_76_100,76-100,1,1,hfw_true_hfw_76_100_once_l1p1_01,multiple_choice,once,Choose the word that completes the sentence.,"When the puppy barked, we read that story ___ before.","When the puppy barked, we read that story once before.",once | thank | old | our | once | thank | old | our | once | thank | old | our,once,,,/images/assessment/hfw/variants/hfw-76-100/once-l1p1-02.webp,,HFW_SENTENCE_CLOZE_L1P1_12,once::HFW_SENTENCE_CLOZE_L1P1_12::when the puppy barked we read that story ___ before::once::old|old|old|once|once|once|our|our|our|thank|thank|thank::/images/assessment/hfw/variants/hfw-76-100/once-l1p1-02.webp,once::HFW_SENTENCE_CLOZE_L1P1_12,hfw_true_variation_generator,HFW 76-100,sentence_frame=when the puppy barked we read that story ___ before,mechanical_sentence
Y,,,hfw_76_100,76-100,1,2,hfw_true_hfw_76_100_once_l1p2_01,multiple_choice,once,Read the sentence. Choose the word that fits.,"When the red light blinked, we read that story ___ before.","When the red light blinked, we read that story once before.",new | now | take | once | new | now | take | once | new | now | take | once,once,,,/images/assessment/hfw/variants/hfw-76-100/once-l1p2-02.webp,,HFW_SENTENCE_CLOZE_L1P2_12,once::HFW_SENTENCE_CLOZE_L1P2_12::when the red light blinked we read that story ___ before::once::new|new|new|now|now|now|once|once|once|take|take|take::/images/assessment/hfw/variants/hfw-76-100/once-l1p2-02.webp,once::HFW_SENTENCE_CLOZE_L1P2_12,hfw_true_variation_generator,HFW 76-100,sentence_frame=when the red light blinked we read that story ___ before,mechanical_sentence
Y,,,hfw_76_100,76-100,2,1,hfw_true_hfw_76_100_once_l2p1_01,hfw_sentence_spell,once,Listen to the sentence. Spell the word that fits.,"When the class lined up, we read that story ___ before.","When the class lined up, we read that story once before.",,once,c d o z x e f n i o g b,once,/images/assessment/hfw/variants/hfw-76-100/once-l2p1-02.webp,,HFW_SENTENCE_SPELL_L2P1_12,once::HFW_SENTENCE_SPELL_L2P1_12::when the class lined up we read that story ___ before::once::/images/assessment/hfw/variants/hfw-76-100/once-l2p1-02.webp,once::HFW_SENTENCE_SPELL_L2P1_12,hfw_true_variation_generator,HFW 76-100,sentence_frame=when the class lined up we read that story ___ before,mechanical_sentence
Y,,,hfw_76_100,76-100,2,1,hfw_true_hfw_76_100_once_l2p1_02,hfw_sentence_spell,once,Listen to the sentence. Spell the word that fits.,"When the book opened, we read that story ___ before.","When the book opened, we read that story once before.",,once,c l o e z e w n n i k g,once,/images/assessment/hfw/variants/hfw-76-100/once-l2p1-03.webp,,HFW_SENTENCE_SPELL_L2P1_13,once::HFW_SENTENCE_SPELL_L2P1_13::when the book opened we read that story ___ before::once::/images/assessment/hfw/variants/hfw-76-100/once-l2p1-03.webp,once::HFW_SENTENCE_SPELL_L2P1_13,hfw_true_variation_generator,HFW 76-100,sentence_frame=when the book opened we read that story ___ before,mechanical_sentence
Y,,,hfw_76_100,76-100,2,2,hfw_true_hfw_76_100_once_l2p2_01,hfw_sentence_spell,once,Listen to the sentence. Spell the word that fits.,"When the lantern glowed, we read that story ___ before.","When the lantern glowed, we read that story once before.",,once,e z n w f n i c g o l d,once,/images/assessment/hfw/variants/hfw-76-100/once-l2p2-02.webp,,HFW_SENTENCE_SPELL_L2P2_12,once::HFW_SENTENCE_SPELL_L2P2_12::when the lantern glowed we read that story ___ before::once::/images/assessment/hfw/variants/hfw-76-100/once-l2p2-02.webp,once::HFW_SENTENCE_SPELL_L2P2_12,hfw_true_variation_generator,HFW 76-100,sentence_frame=when the lantern glowed we read that story ___ before,mechanical_sentence
Y,,,hfw_76_100,76-100,1,1,hfw_true_hfw_76_100_open_l1p1_01,multiple_choice,open,Choose the word that completes the sentence.,"When the page turned, please ___ the blue box.","When the page turned, please open the blue box.",round | may | yes | open | round | may | yes | open | round | may | yes | open,open,,,/images/assessment/hfw/variants/hfw-76-100/open-l1p1-02.webp,,HFW_SENTENCE_CLOZE_L1P1_13,open::HFW_SENTENCE_CLOZE_L1P1_13::when the page turned please ___ the blue box::open::may|may|may|open|open|open|round|round|round|yes|yes|yes::/images/assessment/hfw/variants/hfw-76-100/open-l1p1-02.webp,open::HFW_SENTENCE_CLOZE_L1P1_13,hfw_true_variation_generator,HFW 76-100,sentence_frame=when the page turned please ___ the blue box,mechanical_sentence
Y,,,hfw_76_100,76-100,1,2,hfw_true_hfw_76_100_open_l1p2_01,multiple_choice,open,Read the sentence. Choose the word that fits.,"When the ball bounced, please ___ the blue box.","When the ball bounced, please open the blue box.",live | read | open | let | live | read | open | let | live | read | open | let,open,,,/images/assessment/hfw/variants/hfw-76-100/open-l1p2-02.webp,,HFW_SENTENCE_CLOZE_L1P2_13,open::HFW_SENTENCE_CLOZE_L1P2_13::when the ball bounced please ___ the blue box::open::let|let|let|live|live|live|open|open|open|read|read|read::/images/assessment/hfw/variants/hfw-76-100/open-l1p2-02.webp,open::HFW_SENTENCE_CLOZE_L1P2_13,hfw_true_variation_generator,HFW 76-100,sentence_frame=when the ball bounced please ___ the blue box,mechanical_sentence
Y,,,hfw_76_100,76-100,1,2,hfw_true_hfw_76_100_open_l1p2_02,multiple_choice,open,Read the sentence. Choose the word that fits.,"When the kite dipped, please ___ the blue box.","When the kite dipped, please open the blue box.",read | open | let | live | read | open | let | live | read | open | let | live,open,,,/images/assessment/hfw/variants/hfw-76-100/open-l1p2-03.webp,,HFW_SENTENCE_CLOZE_L1P2_14,open::HFW_SENTENCE_CLOZE_L1P2_14::when the kite dipped please ___ the blue box::open::let|let|let|live|live|live|open|open|open|read|read|read::/images/assessment/hfw/variants/hfw-76-100/open-l1p2-03.webp,open::HFW_SENTENCE_CLOZE_L1P2_14,hfw_true_variation_generator,HFW 76-100,sentence_frame=when the kite dipped please ___ the blue box,mechanical_sentence
Y,,,hfw_76_100,76-100,2,1,hfw_true_hfw_76_100_open_l2p1_01,hfw_sentence_spell,open,Listen to the sentence. Spell the word that fits.,"When the clock chimed, please ___ the blue box.","When the clock chimed, please open the blue box.",,open,p b v d r e x o f m n o,open,/images/assessment/hfw/variants/hfw-76-100/open-l2p1-02.webp,,HFW_SENTENCE_SPELL_L2P1_13,open::HFW_SENTENCE_SPELL_L2P1_13::when the clock chimed please ___ the blue box::open::/images/assessment/hfw/variants/hfw-76-100/open-l2p1-02.webp,open::HFW_SENTENCE_SPELL_L2P1_13,hfw_true_variation_generator,HFW 76-100,sentence_frame=when the clock chimed please ___ the blue box,mechanical_sentence
Y,,,hfw_76_100,76-100,2,2,hfw_true_hfw_76_100_open_l2p2_01,hfw_sentence_spell,open,Listen to the sentence. Spell the word that fits.,"When the paint dried, please ___ the blue box.","When the paint dried, please open the blue box.",,open,e d o z x n f p i o g b,open,/images/assessment/hfw/variants/hfw-76-100/open-l2p2-02.webp,,HFW_SENTENCE_SPELL_L2P2_13,open::HFW_SENTENCE_SPELL_L2P2_13::when the paint dried please ___ the blue box::open::/images/assessment/hfw/variants/hfw-76-100/open-l2p2-02.webp,open::HFW_SENTENCE_SPELL_L2P2_13,hfw_true_variation_generator,HFW 76-100,sentence_frame=when the paint dried please ___ the blue box,mechanical_sentence
Y,,,hfw_76_100,76-100,1,1,hfw_true_hfw_76_100_our_l1p1_01,multiple_choice,our,Choose the word that completes the sentence.,"When the teacher pointed, we cleaned ___ classroom together.","When the teacher pointed, we cleaned our classroom together.",please | pretty | our | just | please | pretty | our | just | please | pretty | our | just,our,,,/images/assessment/hfw/variants/hfw-76-100/our-l1p1-02.webp,,HFW_SENTENCE_CLOZE_L1P1_14,our::HFW_SENTENCE_CLOZE_L1P1_14::when the teacher pointed we cleaned ___ classroom together::our::just|just|just|our|our|our|please|please|please|pretty|pretty|pretty::/images/assessment/hfw/variants/hfw-76-100/our-l1p1-02.webp,our::HFW_SENTENCE_CLOZE_L1P1_14,hfw_true_variation_generator,HFW 76-100,sentence_frame=when the teacher pointed we cleaned ___ classroom together,mechanical_sentence
Y,,,hfw_76_100,76-100,1,2,hfw_true_hfw_76_100_our_l1p2_01,multiple_choice,our,Read the sentence. Choose the word that fits.,"When the class lined up, we cleaned ___ classroom together.","When the class lined up, we cleaned our classroom together.",please | our | put | just | please | our | put | just | please | our | put | just,our,,,/images/assessment/hfw/variants/hfw-76-100/our-l1p2-02.webp,,HFW_SENTENCE_CLOZE_L1P2_14,our::HFW_SENTENCE_CLOZE_L1P2_14::when the class lined up we cleaned ___ classroom together::our::just|just|just|our|our|our|please|please|please|put|put|put::/images/assessment/hfw/variants/hfw-76-100/our-l1p2-02.webp,our::HFW_SENTENCE_CLOZE_L1P2_14,hfw_true_variation_generator,HFW 76-100,sentence_frame=when the class lined up we cleaned ___ classroom together,mechanical_sentence
Y,,,hfw_76_100,76-100,2,1,hfw_true_hfw_76_100_our_l2p1_01,hfw_sentence_spell,our,Listen to the sentence. Spell the word that fits.,"When the train slowed, we cleaned ___ classroom together.","When the train slowed, we cleaned our classroom together.",,our,o r h x j u m c o a r v,our,/images/assessment/hfw/variants/hfw-76-100/our-l2p1-02.webp,,HFW_SENTENCE_SPELL_L2P1_14,our::HFW_SENTENCE_SPELL_L2P1_14::when the train slowed we cleaned ___ classroom together::our::/images/assessment/hfw/variants/hfw-76-100/our-l2p1-02.webp,our::HFW_SENTENCE_SPELL_L2P1_14,hfw_true_variation_generator,HFW 76-100,sentence_frame=when the train slowed we cleaned ___ classroom together,mechanical_sentence
Y,,,hfw_76_100,76-100,2,2,hfw_true_hfw_76_100_our_l2p2_01,hfw_sentence_spell,our,Listen to the sentence. Spell the word that fits.,"When the cup tipped, we cleaned ___ classroom together.","When the cup tipped, we cleaned our classroom together.",,our,u x j f m r o o b v d r,our,/images/assessment/hfw/variants/hfw-76-100/our-l2p2-02.webp,,HFW_SENTENCE_SPELL_L2P2_14,our::HFW_SENTENCE_SPELL_L2P2_14::when the cup tipped we cleaned ___ classroom together::our::/images/assessment/hfw/variants/hfw-76-100/our-l2p2-02.webp,our::HFW_SENTENCE_SPELL_L2P2_14,hfw_true_variation_generator,HFW 76-100,sentence_frame=when the cup tipped we cleaned ___ classroom together,mechanical_sentence
Y,,,hfw_76_100,76-100,1,1,hfw_true_hfw_76_100_out_l1p1_01,multiple_choice,out,Choose the word that completes the sentence.,"When the kite dipped, the bird flew ___ of the cage.","When the kite dipped, the bird flew out of the cage.",old | out | take | thank | old | out | take | thank | old | out | take | thank,out,,,/images/assessment/hfw/variants/hfw-76-100/out-l1p1-02.webp,,HFW_SENTENCE_CLOZE_L1P1_15,out::HFW_SENTENCE_CLOZE_L1P1_15::when the kite dipped the bird flew ___ of the cage::out::old|old|old|out|out|out|take|take|take|thank|thank|thank::/images/assessment/hfw/variants/hfw-76-100/out-l1p1-02.webp,out::HFW_SENTENCE_CLOZE_L1P1_15,hfw_true_variation_generator,HFW 76-100,sentence_frame=when the kite dipped the bird flew ___ of the cage,mechanical_sentence
Y,,,hfw_76_100,76-100,1,1,hfw_true_hfw_76_100_out_l1p1_02,multiple_choice,out,Choose the word that completes the sentence.,"When the puzzle was ready, the bird flew ___ of the cage.","When the puzzle was ready, the bird flew out of the cage.",out | take | thank | old | out | take | thank | old | out | take | thank | old,out,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_out_s01.webp,,HFW_SENTENCE_CLOZE_L1P1_16,out::HFW_SENTENCE_CLOZE_L1P1_16::when the puzzle was ready the bird flew ___ of the cage::out::old|old|old|out|out|out|take|take|take|thank|thank|thank::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_out_s01.webp,out::HFW_SENTENCE_CLOZE_L1P1_16,hfw_true_variation_generator,HFW 76-100,sentence_frame=when the puzzle was ready the bird flew ___ of the cage,mechanical_sentence
Y,,,hfw_76_100,76-100,1,1,hfw_true_hfw_76_100_out_l1p1_03,multiple_choice,out,Choose the word that completes the sentence.,Take ___ your book.,Take out your book.,new | now | thank | out | new | now | thank | out | new | now | thank | out,out,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_out_s02.webp,,HFW_SENTENCE_CLOZE_L1P1_17,out::HFW_SENTENCE_CLOZE_L1P1_17::take ___ your book::out::new|new|new|now|now|now|out|out|out|thank|thank|thank::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_out_s02.webp,out::HFW_SENTENCE_CLOZE_L1P1_17,hfw_true_variation_generator,HFW 76-100,sentence_frame=take ___ your book,
Y,,,hfw_76_100,76-100,1,1,hfw_true_hfw_76_100_out_l1p1_04,multiple_choice,out,Choose the word that completes the sentence.,"When the book opened, the bird flew ___ of the cage.","When the book opened, the bird flew out of the cage.",now | take | out | new | now | take | out | new | now | take | out | new,out,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_out_s03.webp,,HFW_SENTENCE_CLOZE_L1P1_18,out::HFW_SENTENCE_CLOZE_L1P1_18::when the book opened the bird flew ___ of the cage::out::new|new|new|now|now|now|out|out|out|take|take|take::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_out_s03.webp,out::HFW_SENTENCE_CLOZE_L1P1_18,hfw_true_variation_generator,HFW 76-100,sentence_frame=when the book opened the bird flew ___ of the cage,mechanical_sentence
Y,,,hfw_76_100,76-100,1,1,hfw_true_hfw_76_100_out_l1p1_05,multiple_choice,out,Choose the word that completes the sentence.,Pour the water ___ slowly.,Pour the water out slowly.,take | out | new | now | take | out | new | now | take | out | new | now,out,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_out_s04.webp,,HFW_SENTENCE_CLOZE_L1P1_19,out::HFW_SENTENCE_CLOZE_L1P1_19::pour the water ___ slowly::out::new|new|new|now|now|now|out|out|out|take|take|take::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_out_s04.webp,out::HFW_SENTENCE_CLOZE_L1P1_19,hfw_true_variation_generator,HFW 76-100,sentence_frame=pour the water ___ slowly,
Y,,,hfw_76_100,76-100,1,1,hfw_true_hfw_76_100_out_l1p1_06,multiple_choice,out,Choose the word that completes the sentence.,The dog looked ___ the window.,The dog looked out the window.,out | new | now | take | out | new | now | take | out | new | now | take,out,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_out_s05.webp,,HFW_SENTENCE_CLOZE_L1P1_20,out::HFW_SENTENCE_CLOZE_L1P1_20::the dog looked ___ the window::out::new|new|new|now|now|now|out|out|out|take|take|take::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_out_s05.webp,out::HFW_SENTENCE_CLOZE_L1P1_20,hfw_true_variation_generator,HFW 76-100,sentence_frame=the dog looked ___ the window,
