word,missing_image,missing_audio,imageability,decodability_band,primary_section,meaning_clue,suggested_image_path,suggested_audio_path,image_prompt,audio_prompt,notes
smog,TRUE,TRUE,Medium,Grade 1,Simple CCVC short-vowel words,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/smog.webp,/media/vocabulary/audio/smog.mp3,"Child-friendly early-reader illustration for ""smog"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""smog"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Good for early blending and initial/final sound tasks.
smoke,TRUE,TRUE,Medium,Grade 1,CVCe long e / i / o / u,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/smoke.webp,/media/vocabulary/audio/smoke.mp3,"Child-friendly early-reader illustration for ""smoke"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""smoke"" once, natural pronunciation, no extra phrase, no music, no sound effects.",5
smooth,TRUE,FALSE,Medium-Low,,Long u / oo / ew / ue,common K-3 vocabulary word,/media/vocabulary/images/smooth.webp,,"Child-friendly early-reader illustration for ""smooth"". Classroom meaning clue: common K-3 vocabulary word. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for vowel-team decoding/spelling.
snack,TRUE,TRUE,Medium,Grade 1,Common blends and clusters,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/snack.webp,/media/vocabulary/audio/snack.mp3,"Child-friendly early-reader illustration for ""snack"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""snack"" once, natural pronunciation, no extra phrase, no music, no sound effects.",5
snore,TRUE,TRUE,Medium,Grade 1-2,R-controlled or / ore / oar / our,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/snore.webp,/media/vocabulary/audio/snore.mp3,"Child-friendly early-reader illustration for ""snore"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""snore"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for r-controlled vowel sorting.
snug,TRUE,TRUE,Medium,Grade 1,Simple CCVC short-vowel words,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/snug.webp,/media/vocabulary/audio/snug.mp3,"Child-friendly early-reader illustration for ""snug"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""snug"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Good for early blending and initial/final sound tasks.
so,TRUE,FALSE,Low,K-Grade 1,VC / CV / very early words,grammar/function word used to build sentences,/media/vocabulary/images/so.webp,,"Child-friendly early-reader illustration for ""so"". Classroom meaning clue: grammar/function word used to build sentences. Because this is abstract or function-word-like, use a simple situational context that suggests meaning without written words. No text, letters, labels, watermark, or unsafe content.",,Do not use as image-only target unless meaning is concrete.
soar,TRUE,TRUE,Medium,Grade 1-2,R-controlled or / ore / oar / our,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/soar.webp,/media/vocabulary/audio/soar.mp3,"Child-friendly early-reader illustration for ""soar"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""soar"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for r-controlled vowel sorting. Useful for vowel-team decoding/spelling.
sob,TRUE,TRUE,Medium,K-Grade 1,Short o CVC,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/sob.webp,/media/vocabulary/audio/sob.mp3,"Child-friendly early-reader illustration for ""sob"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""sob"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Good for early blending and initial/final sound tasks.
sole,TRUE,TRUE,Medium,Grade 1-2,CVCe long e / i / o / u,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/sole.webp,/media/vocabulary/audio/sole.mp3,"Child-friendly early-reader illustration for ""sole"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""sole"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Good for early blending and initial/final sound tasks.
song,FALSE,TRUE,Medium,Grade 1,Simple CVCC short-vowel words,common decodable word; check picture/context for exact meaning,,/media/vocabulary/audio/song.mp3,,"Record clean child-friendly audio saying only the word ""song"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Good for early blending and initial/final sound tasks.
soon,TRUE,FALSE,Low,K-Grade 3 sight/fluency,Long u / oo / ew / ue,common high-frequency word for reading fluency,/media/vocabulary/images/soon.webp,,"Child-friendly early-reader illustration for ""soon"". Classroom meaning clue: common high-frequency word for reading fluency. Because this is abstract or function-word-like, use a simple situational context that suggests meaning without written words. No text, letters, labels, watermark, or unsafe content.",,Do not use as image-only target unless meaning is concrete. Useful for vowel-team decoding/spelling.
sort,TRUE,TRUE,Medium,Grade 1-2,R-controlled or / ore / oar / our,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/sort.webp,/media/vocabulary/audio/sort.mp3,"Child-friendly early-reader illustration for ""sort"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""sort"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for r-controlled vowel sorting. Good for early blending and initial/final sound tasks.
sound,TRUE,FALSE,Medium,Grade 1-2,Diphthongs ou / ow,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/sound.webp,,"Child-friendly early-reader illustration for ""sound"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for vowel-team decoding/spelling. Useful for advanced vowel sound work.
soup,TRUE,FALSE,High,,Common early nouns - food,food word,/media/vocabulary/images/soup.webp,,"Child-friendly early-reader illustration for ""soup"". Classroom meaning clue: food word. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for vowel-team decoding/spelling. Useful for advanced vowel sound work.
sour,TRUE,TRUE,Medium,Grade 2-3,Common adjectives and describing words K-3,describing word; tells what something is like,/media/vocabulary/images/sour.webp,/media/vocabulary/audio/sour.mp3,"Child-friendly early-reader illustration for ""sour"". Classroom meaning clue: describing word; tells what something is like. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""sour"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for r-controlled vowel sorting. Useful for vowel-team decoding/spelling. Useful for advanced vowel sound work.
south,TRUE,FALSE,Medium,Grade 1-2,Diphthongs ou / ow,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/south.webp,,"Child-friendly early-reader illustration for ""south"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for vowel-team decoding/spelling. Useful for advanced vowel sound work.
space,TRUE,FALSE,Medium,Grade 1-2,CVCe long a,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/space.webp,,"Child-friendly early-reader illustration for ""space"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,5
span,TRUE,TRUE,Medium,Grade 1,Simple CCVC short-vowel words,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/span.webp,/media/vocabulary/audio/span.mp3,"Child-friendly early-reader illustration for ""span"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""span"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Good for early blending and initial/final sound tasks.
speak,TRUE,TRUE,Medium,Grade 1-2,Long e vowel teams ee / ea / ey / ie,action word; use in a simple sentence or picture prompt,/media/vocabulary/images/speak.webp,/media/vocabulary/audio/speak.mp3,"Child-friendly early-reader illustration for ""speak"". Classroom meaning clue: action word; use in a simple sentence or picture prompt. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""speak"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for vowel-team decoding/spelling.
spell,TRUE,TRUE,Medium,K-Grade 3 vocabulary,Common verbs K-3,action word; use in a simple sentence or picture prompt,/media/vocabulary/images/spell.webp,/media/vocabulary/audio/spell.mp3,"Child-friendly early-reader illustration for ""spell"". Classroom meaning clue: action word; use in a simple sentence or picture prompt. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""spell"" once, natural pronunciation, no extra phrase, no music, no sound effects.",5
spit,TRUE,TRUE,Medium,Grade 1,Simple CCVC short-vowel words,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/spit.webp,/media/vocabulary/audio/spit.mp3,"Child-friendly early-reader illustration for ""spit"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""spit"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Good for early blending and initial/final sound tasks.
spoil,TRUE,TRUE,Medium,Grade 1-2,Diphthongs oi / oy,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/spoil.webp,/media/vocabulary/audio/spoil.mp3,"Child-friendly early-reader illustration for ""spoil"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""spoil"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for vowel-team decoding/spelling. Useful for advanced vowel sound work.
spoke,TRUE,TRUE,Medium,Grade 1-2,CVCe long e / i / o / u,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/spoke.webp,/media/vocabulary/audio/spoke.mp3,"Child-friendly early-reader illustration for ""spoke"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""spoke"" once, natural pronunciation, no extra phrase, no music, no sound effects.",5
sport,TRUE,TRUE,Medium,Grade 1-2,R-controlled or / ore / oar / our,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/sport.webp,/media/vocabulary/audio/sport.mp3,"Child-friendly early-reader illustration for ""sport"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""sport"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for r-controlled vowel sorting.
spot,TRUE,FALSE,Medium,Grade 1,Simple CCVC short-vowel words,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/spot.webp,,"Child-friendly early-reader illustration for ""spot"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Good for early blending and initial/final sound tasks.
stair,TRUE,TRUE,Medium,K-Grade 3 vocabulary,Air / ear / eer / are patterns,common K-3 vocabulary word,/media/vocabulary/images/stair.webp,/media/vocabulary/audio/stair.mp3,"Child-friendly early-reader illustration for ""stair"". Classroom meaning clue: common K-3 vocabulary word. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""stair"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for r-controlled vowel sorting. Useful for vowel-team decoding/spelling.
stare,TRUE,TRUE,Medium,K-Grade 3 vocabulary,Air / ear / eer / are patterns,common K-3 vocabulary word,/media/vocabulary/images/stare.webp,/media/vocabulary/audio/stare.mp3,"Child-friendly early-reader illustration for ""stare"". Classroom meaning clue: common K-3 vocabulary word. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""stare"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for r-controlled vowel sorting.
start,TRUE,TRUE,Medium,Grade 1-2,R-controlled ar,action word; use in a simple sentence or picture prompt,/media/vocabulary/images/start.webp,/media/vocabulary/audio/start.mp3,"Child-friendly early-reader illustration for ""start"". Classroom meaning clue: action word; use in a simple sentence or picture prompt. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""start"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Do not use as image-only target unless meaning is concrete. Useful for r-controlled vowel sorting.
stay,TRUE,FALSE,Medium,Grade 1-2,Long a vowel teams ai / ay / eigh,action word; use in a simple sentence or picture prompt,/media/vocabulary/images/stay.webp,,"Child-friendly early-reader illustration for ""stay"". Classroom meaning clue: action word; use in a simple sentence or picture prompt. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for vowel-team decoding/spelling.
stayed,TRUE,FALSE,Medium-Low,Grade 2-3,Inflections - ed / er / est,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/stayed.webp,,"Child-friendly early-reader illustration for ""stayed"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for vowel-team decoding/spelling.
staying,TRUE,TRUE,Medium-Low,Grade 2-3,Inflections - ing,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/staying.webp,/media/vocabulary/audio/staying.mp3,"Child-friendly early-reader illustration for ""staying"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""staying"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for vowel-team decoding/spelling.
steal,TRUE,TRUE,Medium,Grade 1-2,Long e vowel teams ee / ea / ey / ie,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/steal.webp,/media/vocabulary/audio/steal.mp3,"Child-friendly early-reader illustration for ""steal"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""steal"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for vowel-team decoding/spelling.
steer,TRUE,TRUE,Medium,K-Grade 3 vocabulary,Air / ear / eer / are patterns,common K-3 vocabulary word,/media/vocabulary/images/steer.webp,/media/vocabulary/audio/steer.mp3,"Child-friendly early-reader illustration for ""steer"". Classroom meaning clue: common K-3 vocabulary word. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""steer"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for r-controlled vowel sorting. Useful for vowel-team decoding/spelling.
stew,TRUE,TRUE,Medium,K-Grade 3 vocabulary,Long u / oo / ew / ue,common K-3 vocabulary word,/media/vocabulary/images/stew.webp,/media/vocabulary/audio/stew.mp3,"Child-friendly early-reader illustration for ""stew"". Classroom meaning clue: common K-3 vocabulary word. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""stew"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for vowel-team decoding/spelling. Good for early blending and initial/final sound tasks.
stir,TRUE,TRUE,Medium,Grade 1-2,R-controlled er / ir / ur,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/stir.webp,/media/vocabulary/audio/stir.mp3,"Child-friendly early-reader illustration for ""stir"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""stir"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for r-controlled vowel sorting. Good for early blending and initial/final sound tasks.
stood,TRUE,FALSE,Medium,K-Grade 3 vocabulary,Long u / oo / ew / ue,common K-3 vocabulary word,/media/vocabulary/images/stood.webp,,"Child-friendly early-reader illustration for ""stood"". Classroom meaning clue: common K-3 vocabulary word. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for vowel-team decoding/spelling.
stopping,TRUE,FALSE,Medium-Low,Grade 2-3,Inflections - ing,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/stopping.webp,,"Child-friendly early-reader illustration for ""stopping"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,8
store,TRUE,TRUE,Medium,Grade 1-2,R-controlled or / ore / oar / our,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/store.webp,/media/vocabulary/audio/store.mp3,"Child-friendly early-reader illustration for ""store"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""store"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for r-controlled vowel sorting.
story,TRUE,FALSE,Medium,,R-controlled or / ore / oar / our,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/story.webp,,"Child-friendly early-reader illustration for ""story"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for r-controlled vowel sorting.
straw,TRUE,TRUE,Medium,Grade 1-2,Au / aw / al / all,common K-3 vocabulary word,/media/vocabulary/images/straw.webp,/media/vocabulary/audio/straw.mp3,"Child-friendly early-reader illustration for ""straw"". Classroom meaning clue: common K-3 vocabulary word. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""straw"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for vowel-team decoding/spelling.
stream,TRUE,FALSE,High,K-Grade 3 vocabulary,Common early nouns - nature and places,nature/place word,/media/vocabulary/images/stream.webp,,"Child-friendly early-reader illustration for ""stream"". Classroom meaning clue: nature/place word. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for vowel-team decoding/spelling.
street,TRUE,FALSE,High,Grade 1,Long e vowel teams ee / ea / ey / ie,nature/place word,/media/vocabulary/images/street.webp,,"Child-friendly early-reader illustration for ""street"". Classroom meaning clue: nature/place word. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for vowel-team decoding/spelling.
string,TRUE,TRUE,Medium-Low,Grade 1,Common blends and clusters,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/string.webp,/media/vocabulary/audio/string.mp3,"Child-friendly early-reader illustration for ""string"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""string"" once, natural pronunciation, no extra phrase, no music, no sound effects.",6
strong,TRUE,FALSE,Medium-Low,Grade 1,Common blends and clusters,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/strong.webp,,"Child-friendly early-reader illustration for ""strong"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,6
strongest,TRUE,TRUE,Medium-Low,Grade 2-3,Inflections - ed / er / est,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/strongest.webp,/media/vocabulary/audio/strongest.mp3,"Child-friendly early-reader illustration for ""strongest"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""strongest"" once, natural pronunciation, no extra phrase, no music, no sound effects.",9
such,TRUE,TRUE,Medium,Grade 1,Consonant digraphs - ch,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/such.webp,/media/vocabulary/audio/such.mp3,"Child-friendly early-reader illustration for ""such"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""such"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Good for early blending and initial/final sound tasks.
sudden,TRUE,TRUE,Medium-Low,,Simple two-syllable decodable words,common K-3 vocabulary word,/media/vocabulary/images/sudden.webp,/media/vocabulary/audio/sudden.mp3,"Child-friendly early-reader illustration for ""sudden"". Classroom meaning clue: common K-3 vocabulary word. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""sudden"" once, natural pronunciation, no extra phrase, no music, no sound effects.",6
summer,TRUE,FALSE,Medium-Low,,Simple two-syllable decodable words,common K-3 vocabulary word,/media/vocabulary/images/summer.webp,,"Child-friendly early-reader illustration for ""summer"". Classroom meaning clue: common K-3 vocabulary word. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for r-controlled vowel sorting.
sunset,TRUE,FALSE,Medium-Low,Grade 2-3,Simple two-syllable decodable words,common K-3 vocabulary word,/media/vocabulary/images/sunset.webp,,"Child-friendly early-reader illustration for ""sunset"". Classroom meaning clue: common K-3 vocabulary word. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,6
supper,TRUE,FALSE,Medium-Low,,Simple two-syllable decodable words,common K-3 vocabulary word,/media/vocabulary/images/supper.webp,,"Child-friendly early-reader illustration for ""supper"". Classroom meaning clue: common K-3 vocabulary word. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for r-controlled vowel sorting.
sweet,TRUE,FALSE,Medium,Grade 1-2,Long e vowel teams ee / ea / ey / ie,describing word; tells what something is like,/media/vocabulary/images/sweet.webp,,"Child-friendly early-reader illustration for ""sweet"". Classroom meaning clue: describing word; tells what something is like. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for vowel-team decoding/spelling.
swimming,TRUE,TRUE,Medium-Low,,Inflections - ing,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/swimming.webp,/media/vocabulary/audio/swimming.mp3,"Child-friendly early-reader illustration for ""swimming"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""swimming"" once, natural pronunciation, no extra phrase, no music, no sound effects.",8
tablet,TRUE,FALSE,Medium-Low,,Simple two-syllable decodable words,common K-3 vocabulary word,/media/vocabulary/images/tablet.webp,,"Child-friendly early-reader illustration for ""tablet"". Classroom meaning clue: common K-3 vocabulary word. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,6
taking,TRUE,TRUE,Medium-Low,Grade 2-3,Inflections - ing,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/taking.webp,/media/vocabulary/audio/taking.mp3,"Child-friendly early-reader illustration for ""taking"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""taking"" once, natural pronunciation, no extra phrase, no music, no sound effects.",6
talk,TRUE,FALSE,Medium,Grade 1-2,Au / aw / al / all,action word; use in a simple sentence or picture prompt,/media/vocabulary/images/talk.webp,,"Child-friendly early-reader illustration for ""talk"". Classroom meaning clue: action word; use in a simple sentence or picture prompt. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Good for early blending and initial/final sound tasks.
taller,TRUE,TRUE,Medium-Low,Grade 2-3,Inflections - ed / er / est,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/taller.webp,/media/vocabulary/audio/taller.mp3,"Child-friendly early-reader illustration for ""taller"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""taller"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for r-controlled vowel sorting.
tan,TRUE,TRUE,Medium,K-Grade 1,Short a CVC,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/tan.webp,/media/vocabulary/audio/tan.mp3,"Child-friendly early-reader illustration for ""tan"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""tan"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Good for early blending and initial/final sound tasks.
target,TRUE,TRUE,Medium-Low,,Simple two-syllable decodable words,common K-3 vocabulary word,/media/vocabulary/images/target.webp,/media/vocabulary/audio/target.mp3,"Child-friendly early-reader illustration for ""target"". Classroom meaning clue: common K-3 vocabulary word. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""target"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for r-controlled vowel sorting.
taught,TRUE,TRUE,Medium-Low,,Au / aw / al / all,common K-3 vocabulary word,/media/vocabulary/images/taught.webp,/media/vocabulary/audio/taught.mp3,"Child-friendly early-reader illustration for ""taught"". Classroom meaning clue: common K-3 vocabulary word. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""taught"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for vowel-team decoding/spelling.
tea,TRUE,FALSE,Medium,Grade 1-2,Long e vowel teams ee / ea / ey / ie,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/tea.webp,,"Child-friendly early-reader illustration for ""tea"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for vowel-team decoding/spelling.
teach,TRUE,TRUE,Medium,Grade 1,Consonant digraphs - ch,action word; use in a simple sentence or picture prompt,/media/vocabulary/images/teach.webp,/media/vocabulary/audio/teach.mp3,"Child-friendly early-reader illustration for ""teach"". Classroom meaning clue: action word; use in a simple sentence or picture prompt. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""teach"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for vowel-team decoding/spelling.
teacher,TRUE,FALSE,High,,R-controlled er / ir / ur,person who helps children learn,/media/vocabulary/images/teacher.webp,,"Child-friendly early-reader illustration for ""teacher"". Classroom meaning clue: person who helps children learn. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for r-controlled vowel sorting. Useful for vowel-team decoding/spelling.
