acceptable,issue_type,severity,replacement_needed,reviewer_notes,image_id,path,target_word,skill_id,area,contact_sheet,contact_sheet_position,current_qa_status,suggested_kimi_replacement_prompt
Y,,,N,,img_006570,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/q/quarter.webp,quarter,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-011.html,76,unreviewed,"Create a clean app-appropriate K-2 image replacement for quarter. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/q/quarter.webp"
Y,,,N,,img_006571,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/q/quarterback.webp,quarterback,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-011.html,77,unreviewed,"Create a clean app-appropriate K-2 image replacement for quarterback. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/q/quarterback.webp"
Y,,,N,,img_006572,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/q/quartz.webp,quartz,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-011.html,78,unreviewed,"Create a clean app-appropriate K-2 image replacement for quartz. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/q/quartz.webp"
Y,,,N,,img_006573,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/q/queen-bee.webp,queen bee,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-011.html,79,unreviewed,"Create a clean app-appropriate K-2 image replacement for queen bee. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/q/queen-bee.webp"
Y,,,N,,img_006574,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/q/queen.webp,queen,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-011.html,80,unreviewed,"Create a clean app-appropriate K-2 image replacement for queen. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/q/queen.webp"
Y,,,N,,img_006575,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/q/question-mark.webp,question mark,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,1,unreviewed,"Create a clean app-appropriate K-2 image replacement for question mark. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/q/question-mark.webp"
Y,,,N,,img_006576,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/q/question.webp,question,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,2,unreviewed,"Create a clean app-appropriate K-2 image replacement for question. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/q/question.webp"
Y,,,N,,img_006577,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/q/quick.webp,quick,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,3,unreviewed,"Create a clean app-appropriate K-2 image replacement for quick. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/q/quick.webp"
Y,,,N,,img_006578,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/q/quicksand.webp,quicksand,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,4,unreviewed,"Create a clean app-appropriate K-2 image replacement for quicksand. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/q/quicksand.webp"
Y,,,N,,img_006579,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/q/quickstep.webp,quickstep,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,5,unreviewed,"Create a clean app-appropriate K-2 image replacement for quickstep. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/q/quickstep.webp"
Y,,,N,,img_006580,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/q/quiet-room.webp,quiet room,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,6,unreviewed,"Create a clean app-appropriate K-2 image replacement for quiet room. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/q/quiet-room.webp"
Y,,,N,,img_006581,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/q/quiet.webp,quiet,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,7,unreviewed,"Create a clean app-appropriate K-2 image replacement for quiet. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/q/quiet.webp"
Y,,,N,,img_006582,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/q/quill.webp,quill,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,8,unreviewed,"Create a clean app-appropriate K-2 image replacement for quill. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/q/quill.webp"
Y,,,N,,img_006583,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/q/quilt.webp,quilt,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,9,unreviewed,"Create a clean app-appropriate K-2 image replacement for quilt. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/q/quilt.webp"
Y,,,N,,img_006584,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/q/quilted-blanket.webp,quilted blanket,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,10,unreviewed,"Create a clean app-appropriate K-2 image replacement for quilted blanket. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/q/quilted-blanket.webp"
Y,,,N,,img_006585,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/q/quiver.webp,quiver,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,11,unreviewed,"Create a clean app-appropriate K-2 image replacement for quiver. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/q/quiver.webp"
Y,,,N,,img_006586,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/q/quiz.webp,quiz,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,12,unreviewed,"Create a clean app-appropriate K-2 image replacement for quiz. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/q/quiz.webp"
Y,,,N,,img_006587,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/q/quokka.webp,quokka,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,13,unreviewed,"Create a clean app-appropriate K-2 image replacement for quokka. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/q/quokka.webp"
Y,,,N,,img_006588,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/r/rabbit.webp,rabbit,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,14,unreviewed,"Create a clean app-appropriate K-2 image replacement for rabbit. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/r/rabbit.webp"
Y,,,N,,img_006589,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/r/raccoon.webp,raccoon,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,15,unreviewed,"Create a clean app-appropriate K-2 image replacement for raccoon. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/r/raccoon.webp"
Y,,,N,,img_006590,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/r/radio.webp,radio,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,16,unreviewed,"Create a clean app-appropriate K-2 image replacement for radio. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/r/radio.webp"
Y,,,N,,img_006591,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/r/rain.webp,rain,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,17,unreviewed,"Create a clean app-appropriate K-2 image replacement for rain. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/r/rain.webp"
Y,,,N,,img_006592,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/r/rainbow.webp,rainbow,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,18,unreviewed,"Create a clean app-appropriate K-2 image replacement for rainbow. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/r/rainbow.webp"
Y,,,N,,img_006593,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/r/raindrop.webp,raindrop,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,19,unreviewed,"Create a clean app-appropriate K-2 image replacement for raindrop. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/r/raindrop.webp"
Y,,,N,,img_006594,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/r/rat.webp,rat,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,20,unreviewed,"Create a clean app-appropriate K-2 image replacement for rat. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/r/rat.webp"
Y,,,N,,img_006595,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/r/rectangle.webp,rectangle,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,21,unreviewed,"Create a clean app-appropriate K-2 image replacement for rectangle. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/r/rectangle.webp"
Y,,,N,,img_006596,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/r/refrigerator.webp,refrigerator,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,22,unreviewed,"Create a clean app-appropriate K-2 image replacement for refrigerator. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/r/refrigerator.webp"
Y,,,N,,img_006597,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/r/reindeer.webp,reindeer,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,23,unreviewed,"Create a clean app-appropriate K-2 image replacement for reindeer. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/r/reindeer.webp"
Y,,,N,,img_006598,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/r/restaurant.webp,restaurant,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,24,unreviewed,"Create a clean app-appropriate K-2 image replacement for restaurant. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/r/restaurant.webp"
Y,,,N,,img_006599,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/r/ring.webp,ring,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,25,unreviewed,"Create a clean app-appropriate K-2 image replacement for ring. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/r/ring.webp"
Y,,,N,,img_006600,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/r/robot.webp,robot,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,26,unreviewed,"Create a clean app-appropriate K-2 image replacement for robot. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/r/robot.webp"
Y,,,N,,img_006601,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/r/robotics.webp,robotics,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,27,unreviewed,"Create a clean app-appropriate K-2 image replacement for robotics. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/r/robotics.webp"
Y,,,N,,img_006602,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/r/rocket.webp,rocket,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,28,unreviewed,"Create a clean app-appropriate K-2 image replacement for rocket. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/r/rocket.webp"
Y,,,N,,img_006603,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/r/roller-skates.webp,roller skates,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,29,unreviewed,"Create a clean app-appropriate K-2 image replacement for roller skates. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/r/roller-skates.webp"
Y,,,N,,img_006604,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/r/rope.webp,rope,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,30,unreviewed,"Create a clean app-appropriate K-2 image replacement for rope. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/r/rope.webp"
Y,,,N,,img_006605,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/r/rose.webp,rose,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,31,unreviewed,"Create a clean app-appropriate K-2 image replacement for rose. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/r/rose.webp"
Y,,,N,,img_006606,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/r/rug.webp,rug,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,32,unreviewed,"Create a clean app-appropriate K-2 image replacement for rug. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/r/rug.webp"
Y,,,N,,img_006607,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/r/ruler.webp,ruler,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,33,unreviewed,"Create a clean app-appropriate K-2 image replacement for ruler. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/r/ruler.webp"
Y,,,N,,img_006608,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/s/sailboat.webp,sailboat,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,34,unreviewed,"Create a clean app-appropriate K-2 image replacement for sailboat. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/s/sailboat.webp"
Y,,,N,,img_006609,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/s/sand.webp,sand,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,35,unreviewed,"Create a clean app-appropriate K-2 image replacement for sand. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/s/sand.webp"
Y,,,N,,img_006610,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/s/sandwich.webp,sandwich,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,36,unreviewed,"Create a clean app-appropriate K-2 image replacement for sandwich. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/s/sandwich.webp"
Y,,,N,,img_006611,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/s/scarecrow.webp,scarecrow,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,37,unreviewed,"Create a clean app-appropriate K-2 image replacement for scarecrow. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/s/scarecrow.webp"
Y,,,N,,img_006612,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/s/scooter.webp,scooter,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,38,unreviewed,"Create a clean app-appropriate K-2 image replacement for scooter. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/s/scooter.webp"
Y,,,N,,img_006613,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/s/seal.webp,seal,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,39,unreviewed,"Create a clean app-appropriate K-2 image replacement for seal. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/s/seal.webp"
Y,,,N,,img_006614,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/s/seed.webp,seed,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,40,unreviewed,"Create a clean app-appropriate K-2 image replacement for seed. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/s/seed.webp"
Y,,,N,,img_006615,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/s/shell.webp,shell,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,41,unreviewed,"Create a clean app-appropriate K-2 image replacement for shell. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/s/shell.webp"
Y,,,N,,img_006616,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/s/snake.webp,snake,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,42,unreviewed,"Create a clean app-appropriate K-2 image replacement for snake. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/s/snake.webp"
Y,,,N,,img_006617,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/s/snowman.webp,snowman,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,43,unreviewed,"Create a clean app-appropriate K-2 image replacement for snowman. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/s/snowman.webp"
Y,,,N,,img_006618,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/s/soap.webp,soap,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,44,unreviewed,"Create a clean app-appropriate K-2 image replacement for soap. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/s/soap.webp"
Y,,,N,,img_006619,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/s/sock.webp,sock,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,45,unreviewed,"Create a clean app-appropriate K-2 image replacement for sock. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/s/sock.webp"
Y,,,N,,img_006620,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/s/spaceship.webp,spaceship,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,46,unreviewed,"Create a clean app-appropriate K-2 image replacement for spaceship. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/s/spaceship.webp"
Y,,,N,,img_006621,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/s/spoon.webp,spoon,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,47,unreviewed,"Create a clean app-appropriate K-2 image replacement for spoon. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/s/spoon.webp"
Y,,,N,,img_006622,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/s/star.webp,star,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,48,unreviewed,"Create a clean app-appropriate K-2 image replacement for star. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/s/star.webp"
